Speaker,Season,Episode,SeriesNumber,EpisodeCount,EpisodeTotal,EpisodePct
Pam,7,18,133,32,288,0.111111111
Pam,7,19,134,8,160,0.05
Pam,7,20,135,15,195,0.076923077
Pam,7,21,136,20,298,0.067114094
Pam,7,22,137,24,166,0.144578313
Pam,7,23,138,11,239,0.046025105
Pam,7,24,139,37,435,0.085057471
Pam,8,1,140,25,270,0.092592593
Pam,8,2,141,34,306,0.111111111
Pam,8,3,142,23,308,0.074675325
Pam,8,4,143,15,230,0.065217391
Pam,8,5,144,27,270,0.1
Pam,8,6,145,22,312,0.070512821
Pam,8,7,146,66,300,0.22
Pam,8,8,147,18,266,0.067669173
Pam,8,9,148,0,248,0
Pam,8,10,149,0,313,0
Pam,8,11,150,0,224,0
Pam,8,12,151,0,285,0
Pam,8,13,152,28,342,0.081871345
Pam,8,14,153,29,260,0.111538462
Pam,8,15,154,10,211,0.047393365
Pam,8,16,155,16,278,0.057553957
Pam,8,17,156,10,226,0.044247788
Pam,8,18,157,10,246,0.040650407
Pam,8,19,158,17,238,0.071428571
Pam,8,20,159,32,250,0.128
Pam,8,21,160,29,289,0.100346021
Pam,8,22,161,22,213,0.103286385
Pam,8,23,162,23,239,0.09623431
Pam,8,24,163,22,241,0.091286307
Pam,9,1,164,19,220,0.086363636
Pam,9,2,165,34,293,0.116040956
Pam,9,3,166,35,242,0.144628099
Pam,9,4,167,29,302,0.09602649
Pam,9,5,168,32,240,0.133333333
Pam,9,6,169,11,255,0.043137255
Pam,9,7,170,45,263,0.171102662
Pam,9,8,171,17,282,0.060283688
Pam,9,9,172,32,287,0.111498258
Pam,9,10,173,44,225,0.195555556
Pam,9,11,174,23,228,0.100877193
Pam,9,12,175,48,249,0.192771084
Pam,9,13,176,25,210,0.119047619
Pam,9,14,177,57,221,0.257918552
Pam,9,15,178,28,235,0.119148936
Pam,9,16,179,55,423,0.130023641
Pam,9,17,180,21,142,0.147887324
Pam,9,18,181,42,270,0.155555556
Pam,9,19,182,9,246,0.036585366
Pam,9,20,183,22,195,0.112820513
Pam,9,21,184,30,333,0.09009009
Pam,9,22,185,34,444,0.076576577
Pam,9,23,186,45,432,0.104166667
Ryan,1,1,1,10,262,0.038167939
Ryan,1,2,2,7,245,0.028571429
Ryan,1,3,3,1,313,0.003194888
Ryan,1,4,4,5,354,0.014124294
Ryan,1,5,5,8,285,0.028070175
Ryan,1,6,6,21,360,0.058333333
Ryan,2,1,7,2,381,0.005249344
Ryan,2,2,8,1,289,0.003460208
Ryan,2,3,9,5,375,0.013333333
Ryan,2,4,10,50,370,0.135135135
Ryan,2,5,11,1,325,0.003076923
Ryan,2,6,12,19,310,0.061290323
Ryan,2,7,13,8,285,0.028070175
Ryan,2,8,14,14,401,0.034912718
Ryan,2,9,15,6,344,0.01744186
Ryan,2,10,16,18,337,0.053412463
Ryan,2,11,17,6,286,0.020979021
Ryan,2,12,18,16,385,0.041558442
Ryan,2,13,19,14,299,0.046822742
Ryan,2,14,20,13,324,0.040123457
Ryan,2,15,21,2,298,0.006711409
Ryan,2,16,22,4,203,0.019704433
Ryan,2,17,23,14,252,0.055555556
Ryan,2,18,24,12,245,0.048979592
Ryan,2,19,25,10,262,0.038167939
Ryan,2,20,26,7,277,0.025270758
Ryan,2,21,27,5,286,0.017482517
Ryan,2,22,28,1,367,0.002724796
Ryan,3,1,29,1,171,0.005847953
Ryan,3,2,30,8,288,0.027777778
Ryan,3,3,31,1,275,0.003636364
Ryan,3,4,32,8,290,0.027586207
Ryan,3,5,33,43,292,0.147260274
Ryan,3,6,34,12,237,0.050632911
Ryan,3,7,35,7,240,0.029166667
Ryan,3,8,36,11,514,0.021400778
Ryan,3,9,37,3,165,0.018181818
Ryan,3,10,38,22,468,0.047008547
Ryan,3,11,39,2,303,0.00660066
Ryan,3,12,40,8,228,0.035087719
Ryan,3,13,41,3,190,0.015789474
Ryan,3,14,42,6,188,0.031914894
Ryan,3,15,43,0,152,0
Ryan,3,16,44,16,220,0.072727273
Ryan,3,17,45,12,283,0.042402827
Ryan,3,18,46,9,339,0.026548673
Ryan,3,19,47,9,360,0.025
Ryan,3,20,48,3,345,0.008695652
Ryan,3,21,49,5,306,0.016339869
Ryan,3,22,50,5,339,0.014749263
Ryan,3,23,51,4,449,0.008908686
Ryan,4,1,52,8,540,0.014814815
Ryan,4,2,53,85,585,0.145299145
Ryan,4,3,54,7,552,0.012681159
Ryan,4,4,55,21,505,0.041584158
Ryan,4,5,56,8,258,0.031007752
Ryan,4,6,57,0,294,0
Ryan,4,7,58,0,273,0
Ryan,4,8,59,10,251,0.039840637
Ryan,4,9,60,0,316,0
Ryan,4,10,61,0,254,0
Ryan,4,11,62,70,335,0.208955224
Ryan,4,12,63,14,308,0.045454545
Ryan,4,13,64,0,191,0
Ryan,4,14,65,5,607,0.008237232
Ryan,5,1,66,20,551,0.036297641
Ryan,5,2,67,12,256,0.046875
Ryan,5,3,68,0,311,0
Ryan,5,4,69,0,290,0
Ryan,5,5,70,4,430,0.009302326
Ryan,5,6,71,6,400,0.015
Ryan,5,7,72,13,287,0.045296167
Ryan,5,8,73,18,262,0.06870229
Ryan,5,9,74,0,304,0
Ryan,5,10,75,0,234,0
Ryan,5,11,76,0,281,0
Ryan,5,12,77,0,223,0
Ryan,5,13,78,0,374,0
Ryan,5,14,79,0,200,0
Ryan,5,15,80,0,236,0
Ryan,5,16,81,0,250,0
Ryan,5,17,82,0,282,0
Ryan,5,18,83,0,206,0
Ryan,5,19,84,0,231,0
Ryan,5,20,85,11,244,0.045081967
Ryan,5,21,86,25,232,0.107758621
Ryan,5,22,87,10,274,0.03649635
Ryan,5,23,88,24,199,0.120603015
Ryan,5,24,89,25,319,0.078369906
Ryan,5,25,90,2,276,0.007246377
Ryan,5,26,91,0,218,0
Ryan,6,1,92,1,313,0.003194888
Ryan,6,2,93,5,231,0.021645022
Ryan,6,3,94,5,297,0.016835017
Ryan,6,4,95,3,481,0.006237006
Ryan,6,5,96,4,306,0.013071895
Ryan,6,6,97,8,314,0.025477707
Ryan,6,7,98,1,305,0.003278689
Ryan,6,8,99,8,328,0.024390244
Ryan,6,9,100,1,239,0.0041841
Ryan,6,10,101,18,218,0.082568807
Ryan,6,11,102,4,224,0.017857143
Ryan,6,12,103,8,302,0.026490066
Ryan,6,13,104,1,91,0.010989011
Ryan,6,14,105,0,195,0
Ryan,6,15,106,19,249,0.076305221
Ryan,6,16,107,2,574,0.003484321
Ryan,6,17,108,3,202,0.014851485
Ryan,6,18,109,3,280,0.010714286
Ryan,6,19,110,5,295,0.016949153
Ryan,6,20,111,5,260,0.019230769
Ryan,6,21,112,4,286,0.013986014
Ryan,6,22,113,4,267,0.014981273
Ryan,6,23,114,11,297,0.037037037
Ryan,6,24,115,2,184,0.010869565
Ryan,7,1,116,3,211,0.014218009
Ryan,7,2,117,3,252,0.011904762
Ryan,7,3,118,0,203,0
Ryan,7,4,119,1,274,0.003649635
Ryan,7,5,120,3,341,0.008797654
Ryan,7,6,121,6,250,0.024
Ryan,7,7,122,6,236,0.025423729
Ryan,7,8,123,3,268,0.01119403
Ryan,7,9,124,55,273,0.201465201
Ryan,7,10,125,7,289,0.024221453
Ryan,7,11,126,11,552,0.019927536
Ryan,7,12,127,6,307,0.019543974
Ryan,7,13,128,8,249,0.032128514
Ryan,7,14,129,7,282,0.024822695
Ryan,7,15,130,6,350,0.017142857
Ryan,7,16,131,1,70,0.014285714
Ryan,7,17,132,4,271,0.014760148
Ryan,7,18,133,9,288,0.03125
Ryan,7,19,134,2,160,0.0125
Ryan,7,20,135,6,195,0.030769231
Ryan,7,21,136,3,298,0.010067114
Ryan,7,22,137,15,166,0.090361446
Ryan,7,23,138,2,239,0.008368201
Ryan,7,24,139,11,435,0.025287356
Ryan,8,1,140,5,270,0.018518519
Ryan,8,2,141,5,306,0.016339869
Ryan,8,3,142,6,308,0.019480519
Ryan,8,4,143,8,230,0.034782609
Ryan,8,5,144,3,270,0.011111111
Ryan,8,6,145,3,312,0.009615385
Ryan,8,7,146,6,300,0.02
Ryan,8,8,147,11,266,0.041353383
Ryan,8,9,148,3,248,0.012096774
Ryan,8,10,149,10,313,0.031948882
Ryan,8,11,150,6,224,0.026785714
Ryan,8,12,151,10,285,0.035087719
Ryan,8,13,152,2,342,0.005847953
Ryan,8,14,153,12,260,0.046153846
Ryan,8,15,154,9,211,0.042654028
Ryan,8,16,155,20,278,0.071942446
Ryan,8,17,156,17,226,0.075221239
Ryan,8,18,157,2,246,0.008130081
Ryan,8,19,158,1,238,0.004201681
Ryan,8,20,159,3,250,0.012
Ryan,8,21,160,30,289,0.103806228
Ryan,8,22,161,17,213,0.079812207
Ryan,8,23,162,0,239,0
Ryan,8,24,163,0,241,0
Ryan,9,1,164,1,220,0.004545455
Ryan,9,2,165,0,293,0
Ryan,9,3,166,0,242,0
Ryan,9,4,167,0,302,0
Ryan,9,5,168,0,240,0
Ryan,9,6,169,0,255,0
Ryan,9,7,170,0,263,0
Ryan,9,8,171,0,282,0
Ryan,9,9,172,0,287,0
Ryan,9,10,173,0,225,0
Ryan,9,11,174,0,228,0
Ryan,9,12,175,0,249,0
Ryan,9,13,176,0,210,0
Ryan,9,14,177,0,221,0
Ryan,9,15,178,0,235,0
Ryan,9,16,179,0,423,0
Ryan,9,17,180,0,142,0
Ryan,9,18,181,17,270,0.062962963
Ryan,9,19,182,0,246,0
Ryan,9,20,183,0,195,0
Ryan,9,21,184,0,333,0
Ryan,9,22,185,0,444,0
Ryan,9,23,186,15,432,0.034722222
Andy,1,1,1,0,262,0
Andy,1,2,2,0,245,0
Andy,1,3,3,0,313,0
Andy,1,4,4,0,354,0
Andy,1,5,5,0,285,0
Andy,1,6,6,0,360,0
Andy,2,1,7,0,381,0
Andy,2,2,8,0,289,0
Andy,2,3,9,0,375,0
Andy,2,4,10,0,370,0
Andy,2,5,11,0,325,0
Andy,2,6,12,0,310,0
Andy,2,7,13,0,285,0
Andy,2,8,14,0,401,0
Andy,2,9,15,0,344,0
Andy,2,10,16,0,337,0
Andy,2,11,17,0,286,0
Andy,2,12,18,0,385,0
Andy,2,13,19,0,299,0
Andy,2,14,20,0,324,0
Andy,2,15,21,0,298,0
Andy,2,16,22,0,203,0
Andy,2,17,23,0,252,0
Andy,2,18,24,0,245,0
Andy,2,19,25,0,262,0
Andy,2,20,26,0,277,0
Andy,2,21,27,0,286,0
Andy,2,22,28,0,367,0
Andy,3,1,29,8,171,0.046783626
Andy,3,2,30,0,288,0
Andy,3,3,31,10,275,0.036363636
Andy,3,4,32,4,290,0.013793103
Andy,3,5,33,8,292,0.02739726
Andy,3,6,34,22,237,0.092827004
Andy,3,7,35,5,240,0.020833333
Andy,3,8,36,57,514,0.110894942
Andy,3,9,37,17,165,0.103030303
Andy,3,10,38,29,468,0.061965812
Andy,3,11,39,10,303,0.0330033
Andy,3,12,40,29,228,0.127192982
Andy,3,13,41,40,190,0.210526316
Andy,3,14,42,0,188,0
Andy,3,15,43,2,152,0.013157895
Andy,3,16,44,0,220,0
Andy,3,17,45,0,283,0
Andy,3,18,46,2,339,0.005899705
Andy,3,19,47,34,360,0.094444444
Andy,3,20,48,56,345,0.162318841
Andy,3,21,49,16,306,0.052287582
Andy,3,22,50,21,339,0.061946903
Andy,3,23,51,30,449,0.066815145
Andy,4,1,52,10,540,0.018518519
Andy,4,2,53,14,585,0.023931624
Andy,4,3,54,48,552,0.086956522
Andy,4,4,55,25,505,0.04950495
Andy,4,5,56,27,258,0.104651163
Andy,4,6,57,12,294,0.040816327
Andy,4,7,58,7,273,0.025641026
Andy,4,8,59,6,251,0.023904382
Andy,4,9,60,14,316,0.044303797
Andy,4,10,61,14,254,0.05511811
Andy,4,11,62,4,335,0.011940299
Andy,4,12,63,23,308,0.074675325
Andy,4,13,64,14,191,0.073298429
Andy,4,14,65,12,607,0.019769357
Andy,5,1,66,31,551,0.056261343
Andy,5,2,67,12,256,0.046875
Andy,5,3,68,13,311,0.041800643
Andy,5,4,69,7,290,0.024137931
Andy,5,5,70,44,430,0.102325581
Andy,5,6,71,30,400,0.075
Andy,5,7,72,69,287,0.240418118
Andy,5,8,73,6,262,0.022900763
Andy,5,9,74,18,304,0.059210526
Andy,5,10,75,8,234,0.034188034
Andy,5,11,76,65,281,0.231316726
Andy,5,12,77,5,223,0.022421525
Andy,5,13,78,23,374,0.061497326
Andy,5,14,79,27,200,0.135
Andy,5,15,80,0,236,0
Andy,5,16,81,0,250,0
Andy,5,17,82,12,282,0.042553191
Andy,5,18,83,6,206,0.029126214
Andy,5,19,84,14,231,0.060606061
Andy,5,20,85,16,244,0.06557377
Andy,5,21,86,19,232,0.081896552
Andy,5,22,87,31,274,0.113138686
Andy,5,23,88,3,199,0.015075377
Andy,5,24,89,12,319,0.037617555
Andy,5,25,90,16,276,0.057971014
Andy,5,26,91,12,218,0.055045872
Andy,6,1,92,41,313,0.130990415
Andy,6,2,93,7,231,0.03030303
Andy,6,3,94,3,297,0.01010101
Andy,6,4,95,33,481,0.068607069
Andy,6,5,96,59,306,0.192810458
Andy,6,6,97,9,314,0.02866242
Andy,6,7,98,37,305,0.121311475
Andy,6,8,99,28,328,0.085365854
Andy,6,9,100,24,239,0.10041841
Andy,6,10,101,14,218,0.064220183
Andy,6,11,102,22,224,0.098214286
Andy,6,12,103,16,302,0.052980132
Andy,6,13,104,1,91,0.010989011
Andy,6,14,105,12,195,0.061538462
Andy,6,15,106,24,249,0.096385542
Andy,6,16,107,25,574,0.043554007
Andy,6,17,108,28,202,0.138613861
Andy,6,18,109,15,280,0.053571429
Andy,6,19,110,35,295,0.118644068
Andy,6,20,111,25,260,0.096153846
Andy,6,21,112,3,286,0.01048951
Andy,6,22,113,30,267,0.112359551
Andy,6,23,114,41,297,0.138047138
Andy,6,24,115,17,184,0.092391304
Andy,7,1,116,16,211,0.075829384
Andy,7,2,117,13,252,0.051587302
Andy,7,3,118,49,203,0.24137931
Andy,7,4,119,40,274,0.145985401
Andy,7,5,120,39,341,0.114369501
Andy,7,6,121,16,250,0.064
Andy,7,7,122,26,236,0.110169492
Andy,7,8,123,27,268,0.100746269
Andy,7,9,124,10,273,0.036630037
Andy,7,10,125,23,289,0.079584775
Andy,7,11,126,28,552,0.050724638
Andy,7,12,127,21,307,0.068403909
Andy,7,13,128,51,249,0.204819277
Andy,7,14,129,14,282,0.04964539
Andy,7,15,130,38,350,0.108571429
Andy,7,16,131,2,70,0.028571429
Andy,7,17,132,29,271,0.10701107
Andy,7,18,133,17,288,0.059027778
Andy,7,19,134,12,160,0.075
Andy,7,20,135,4,195,0.020512821
Andy,7,21,136,24,298,0.080536913
Andy,7,22,137,9,166,0.054216867
Andy,7,23,138,26,239,0.108786611
Andy,7,24,139,26,435,0.059770115
Andy,8,1,140,52,270,0.192592593
Andy,8,2,141,86,306,0.281045752
Andy,8,3,142,63,308,0.204545455
Andy,8,4,143,69,230,0.3
Andy,8,5,144,34,270,0.125925926
Andy,8,6,145,56,312,0.179487179
Andy,8,7,146,46,300,0.153333333
Andy,8,8,147,58,266,0.218045113
Andy,8,9,148,60,248,0.241935484
Andy,8,10,149,88,313,0.28115016
Andy,8,11,150,44,224,0.196428571
Andy,8,12,151,44,285,0.154385965
Andy,8,13,152,48,342,0.140350877
Andy,8,14,153,45,260,0.173076923
Andy,8,15,154,22,211,0.104265403
Andy,8,16,155,20,278,0.071942446
Andy,8,17,156,28,226,0.123893805
Andy,8,18,157,20,246,0.081300813
Andy,8,19,158,33,238,0.138655462
Andy,8,20,159,48,250,0.192
Andy,8,21,160,54,289,0.186851211
Andy,8,22,161,41,213,0.192488263
Andy,8,23,162,28,239,0.117154812
Andy,8,24,163,49,241,0.203319502
Andy,9,1,164,33,220,0.15
Andy,9,2,165,33,293,0.112627986
Andy,9,3,166,44,242,0.181818182
Andy,9,4,167,43,302,0.142384106
Andy,9,5,168,50,240,0.208333333
Andy,9,6,169,54,255,0.211764706
Andy,9,7,170,9,263,0.034220532
Andy,9,8,171,0,282,0
Andy,9,9,172,0,287,0
Andy,9,10,173,0,225,0
Andy,9,11,174,0,228,0
Andy,9,12,175,0,249,0
Andy,9,13,176,0,210,0
Andy,9,14,177,0,221,0
Andy,9,15,178,62,235,0.263829787
Andy,9,16,179,83,423,0.196217494
Andy,9,17,180,5,142,0.035211268
Andy,9,18,181,11,270,0.040740741
Andy,9,19,182,31,246,0.12601626
Andy,9,20,183,39,195,0.2
Andy,9,21,184,68,333,0.204204204
Andy,9,22,185,44,444,0.099099099
Andy,9,23,186,31,432,0.071759259
Robert,1,1,1,0,262,0
Robert,1,2,2,0,245,0
Robert,1,3,3,0,313,0
Robert,1,4,4,0,354,0
Robert,1,5,5,0,285,0
Robert,1,6,6,0,360,0
Robert,2,1,7,0,381,0
Robert,2,2,8,0,289,0
Robert,2,3,9,0,375,0
Robert,2,4,10,0,370,0
Robert,2,5,11,0,325,0
Robert,2,6,12,0,310,0
Robert,2,7,13,0,285,0
Robert,2,8,14,0,401,0
Robert,2,9,15,0,344,0
Robert,2,10,16,0,337,0
Robert,2,11,17,0,286,0
Robert,2,12,18,0,385,0
Robert,2,13,19,0,299,0
Robert,2,14,20,0,324,0
Robert,2,15,21,0,298,0
Robert,2,16,22,0,203,0
Robert,2,17,23,0,252,0
Robert,2,18,24,0,245,0
Robert,2,19,25,0,262,0
Robert,2,20,26,0,277,0
Robert,2,21,27,0,286,0
Robert,2,22,28,0,367,0
Robert,3,1,29,0,171,0
Robert,3,2,30,0,288,0
Robert,3,3,31,0,275,0
Robert,3,4,32,0,290,0
Robert,3,5,33,0,292,0
Robert,3,6,34,0,237,0
Robert,3,7,35,0,240,0
Robert,3,8,36,0,514,0
Robert,3,9,37,0,165,0
Robert,3,10,38,0,468,0
Robert,3,11,39,0,303,0
Robert,3,12,40,0,228,0
Robert,3,13,41,0,190,0
Robert,3,14,42,0,188,0
Robert,3,15,43,0,152,0
Robert,3,16,44,0,220,0
Robert,3,17,45,0,283,0
Robert,3,18,46,0,339,0
Robert,3,19,47,0,360,0
Robert,3,20,48,0,345,0
Robert,3,21,49,0,306,0
Robert,3,22,50,0,339,0
Robert,3,23,51,0,449,0
Robert,4,1,52,0,540,0
Robert,4,2,53,11,585,0.018803419
Robert,4,3,54,0,552,0
Robert,4,4,55,0,505,0
Robert,4,5,56,0,258,0
Robert,4,6,57,0,294,0
Robert,4,7,58,0,273,0
Robert,4,8,59,0,251,0
Robert,4,9,60,0,316,0
Robert,4,10,61,0,254,0
Robert,4,11,62,0,335,0
Robert,4,12,63,0,308,0
Robert,4,13,64,0,191,0
Robert,4,14,65,0,607,0
Robert,5,1,66,0,551,0
Robert,5,2,67,0,256,0
Robert,5,3,68,0,311,0
Robert,5,4,69,0,290,0
Robert,5,5,70,0,430,0
Robert,5,6,71,0,400,0
Robert,5,7,72,0,287,0
Robert,5,8,73,0,262,0
Robert,5,9,74,0,304,0
Robert,5,10,75,0,234,0
Robert,5,11,76,0,281,0
Robert,5,12,77,0,223,0
Robert,5,13,78,0,374,0
Robert,5,14,79,0,200,0
Robert,5,15,80,0,236,0
Robert,5,16,81,0,250,0
Robert,5,17,82,0,282,0
Robert,5,18,83,0,206,0
Robert,5,19,84,0,231,0
Robert,5,20,85,0,244,0
Robert,5,21,86,0,232,0
Robert,5,22,87,0,274,0
Robert,5,23,88,0,199,0
Robert,5,24,89,0,319,0
Robert,5,25,90,0,276,0
Robert,5,26,91,0,218,0
Robert,6,1,92,0,313,0
Robert,6,2,93,0,231,0
Robert,6,3,94,0,297,0
Robert,6,4,95,0,481,0
Robert,6,5,96,0,306,0
Robert,6,6,97,0,314,0
Robert,6,7,98,0,305,0
Robert,6,8,99,0,328,0
Robert,6,9,100,0,239,0
Robert,6,10,101,0,218,0
Robert,6,11,102,0,224,0
Robert,6,12,103,0,302,0
Robert,6,13,104,0,91,0
Robert,6,14,105,0,195,0
Robert,6,15,106,0,249,0
Robert,6,16,107,0,574,0
Robert,6,17,108,0,202,0
Robert,6,18,109,0,280,0
Robert,6,19,110,0,295,0
Robert,6,20,111,0,260,0
Robert,6,21,112,0,286,0
Robert,6,22,113,0,267,0
Robert,6,23,114,0,297,0
Robert,6,24,115,0,184,0
Robert,7,1,116,0,211,0
Robert,7,2,117,0,252,0
Robert,7,3,118,0,203,0
Robert,7,4,119,0,274,0
Robert,7,5,120,0,341,0
Robert,7,6,121,0,250,0
Robert,7,7,122,0,236,0
Robert,7,8,123,0,268,0
Robert,7,9,124,0,273,0
Robert,7,10,125,0,289,0
Robert,7,11,126,5,552,0.009057971
Robert,7,12,127,0,307,0
Robert,7,13,128,0,249,0
Robert,7,14,129,0,282,0
Robert,7,15,130,0,350,0
Robert,7,16,131,0,70,0
Robert,7,17,132,0,271,0
Robert,7,18,133,0,288,0
Robert,7,19,134,0,160,0
Robert,7,20,135,0,195,0
Robert,7,21,136,0,298,0
Robert,7,22,137,0,166,0
Robert,7,23,138,0,239,0
Robert,7,24,139,13,435,0.029885057
Robert,8,1,140,33,270,0.122222222
Robert,8,2,141,24,306,0.078431373
Robert,8,3,142,0,308,0
Robert,8,4,143,18,230,0.07826087
Robert,8,5,144,32,270,0.118518519
Robert,8,6,145,35,312,0.112179487
Robert,8,7,146,10,300,0.033333333
Robert,8,8,147,24,266,0.090225564
Robert,8,9,148,40,248,0.161290323
Robert,8,10,149,26,313,0.083067093
Robert,8,11,150,16,224,0.071428571
Robert,8,12,151,24,285,0.084210526
Robert,8,13,152,0,342,0
Robert,8,14,153,0,260,0
Robert,8,15,154,0,211,0
Robert,8,16,155,0,278,0
Robert,8,17,156,0,226,0
Robert,8,18,157,14,246,0.056910569
Robert,8,19,158,24,238,0.100840336
Robert,8,20,159,19,250,0.076
Robert,8,21,160,19,289,0.065743945
Robert,8,22,161,13,213,0.061032864
Robert,8,23,162,33,239,0.138075314
Robert,8,24,163,15,241,0.062240664
Robert,9,1,164,0,220,0
Robert,9,2,165,0,293,0
Robert,9,3,166,0,242,0
Robert,9,4,167,0,302,0
Robert,9,5,168,0,240,0
Robert,9,6,169,0,255,0
Robert,9,7,170,0,263,0
Robert,9,8,171,0,282,0
Robert,9,9,172,0,287,0
Robert,9,10,173,0,225,0
Robert,9,11,174,0,228,0
Robert,9,12,175,0,249,0
Robert,9,13,176,0,210,0
Robert,9,14,177,0,221,0
Robert,9,15,178,0,235,0
Robert,9,16,179,0,423,0
Robert,9,17,180,0,142,0
Robert,9,18,181,0,270,0
Robert,9,19,182,7,246,0.028455285
Robert,9,20,183,2,195,0.01025641
Robert,9,21,184,0,333,0
Robert,9,22,185,0,444,0
Robert,9,23,186,0,432,0
Jan,1,1,1,12,262,0.045801527
Jan,1,2,2,0,245,0
Jan,1,3,3,18,313,0.057507987
Jan,1,4,4,0,354,0
Jan,1,5,5,0,285,0
Jan,1,6,6,8,360,0.022222222
Jan,2,1,7,9,381,0.023622047
Jan,2,2,8,11,289,0.038062284
Jan,2,3,9,0,375,0
Jan,2,4,10,0,370,0
Jan,2,5,11,10,325,0.030769231
Jan,2,6,12,0,310,0
Jan,2,7,13,55,285,0.192982456
Jan,2,8,14,66,401,0.164588529
Jan,2,9,15,0,344,0
Jan,2,10,16,0,337,0
Jan,2,11,17,17,286,0.059440559
Jan,2,12,18,0,385,0
Jan,2,13,19,0,299,0
Jan,2,14,20,0,324,0
Jan,2,15,21,55,298,0.184563758
Jan,2,16,22,16,203,0.078817734
Jan,2,17,23,0,252,0
Jan,2,18,24,0,245,0
Jan,2,19,25,5,262,0.019083969
Jan,2,20,26,1,277,0.003610108
Jan,2,21,27,0,286,0
Jan,2,22,28,40,367,0.108991826
Jan,3,1,29,12,171,0.070175439
Jan,3,2,30,15,288,0.052083333
Jan,3,3,31,28,275,0.101818182
Jan,3,4,32,17,290,0.05862069
Jan,3,5,33,11,292,0.037671233
Jan,3,6,34,12,237,0.050632911
Jan,3,7,35,32,240,0.133333333
Jan,3,8,36,6,514,0.011673152
Jan,3,9,37,7,165,0.042424242
Jan,3,10,38,0,468,0
Jan,3,11,39,14,303,0.04620462
Jan,3,12,40,1,228,0.004385965
Jan,3,13,41,0,190,0
Jan,3,14,42,6,188,0.031914894
Jan,3,15,43,0,152,0
Jan,3,16,44,0,220,0
Jan,3,17,45,47,283,0.166077739
Jan,3,18,46,30,339,0.088495575
Jan,3,19,47,0,360,0
Jan,3,20,48,0,345,0
Jan,3,21,49,17,306,0.055555556
Jan,3,22,50,0,339,0
Jan,3,23,51,43,449,0.095768374
Jan,4,1,52,7,540,0.012962963
Jan,4,2,53,17,585,0.029059829
Jan,4,3,54,6,552,0.010869565
Jan,4,4,55,40,505,0.079207921
Jan,4,5,56,0,258,0
Jan,4,6,57,0,294,0
Jan,4,7,58,0,273,0
Jan,4,8,59,30,251,0.119521912
Jan,4,9,60,90,316,0.284810127
Jan,4,10,61,1,254,0.003937008
Jan,4,11,62,0,335,0
Jan,4,12,63,0,308,0
Jan,4,13,64,0,191,0
Jan,4,14,65,24,607,0.039538715
Jan,5,1,66,13,551,0.023593466
Jan,5,2,67,0,256,0
Jan,5,3,68,51,311,0.163987138
Jan,5,4,69,0,290,0
Jan,5,5,70,0,430,0
Jan,5,6,71,0,400,0
Jan,5,7,72,0,287,0
Jan,5,8,73,0,262,0
Jan,5,9,74,0,304,0
Jan,5,10,75,0,234,0
Jan,5,11,76,0,281,0
Jan,5,12,77,0,223,0
Jan,5,13,78,0,374,0
Jan,5,14,79,0,200,0
Jan,5,15,80,0,236,0
Jan,5,16,81,0,250,0
Jan,5,17,82,0,282,0
Jan,5,18,83,0,206,0
Jan,5,19,84,0,231,0
Jan,5,20,85,0,244,0
Jan,5,21,86,0,232,0
Jan,5,22,87,0,274,0
Jan,5,23,88,0,199,0
Jan,5,24,89,0,319,0
Jan,5,25,90,0,276,0
Jan,5,26,91,0,218,0
Jan,6,1,92,0,313,0
Jan,6,2,93,0,231,0
Jan,6,3,94,0,297,0
Jan,6,4,95,0,481,0
Jan,6,5,96,0,306,0
Jan,6,6,97,0,314,0
Jan,6,7,98,0,305,0
Jan,6,8,99,0,328,0
Jan,6,9,100,0,239,0
Jan,6,10,101,0,218,0
Jan,6,11,102,0,224,0
Jan,6,12,103,0,302,0
Jan,6,13,104,0,91,0
Jan,6,14,105,0,195,0
Jan,6,15,106,0,249,0
Jan,6,16,107,0,574,0
Jan,6,17,108,0,202,0
Jan,6,18,109,0,280,0
Jan,6,19,110,0,295,0
Jan,6,20,111,0,260,0
Jan,6,21,112,0,286,0
Jan,6,22,113,0,267,0
Jan,6,23,114,0,297,0
Jan,6,24,115,0,184,0
Jan,7,1,116,0,211,0
Jan,7,2,117,0,252,0
Jan,7,3,118,0,203,0
Jan,7,4,119,16,274,0.058394161
Jan,7,5,120,0,341,0
Jan,7,6,121,0,250,0
Jan,7,7,122,0,236,0
Jan,7,8,123,0,268,0
Jan,7,9,124,0,273,0
Jan,7,10,125,0,289,0
Jan,7,11,126,0,552,0
Jan,7,12,127,0,307,0
Jan,7,13,128,0,249,0
Jan,7,14,129,0,282,0
Jan,7,15,130,0,350,0
Jan,7,16,131,1,70,0.014285714
Jan,7,17,132,0,271,0
Jan,7,18,133,0,288,0
Jan,7,19,134,0,160,0
Jan,7,20,135,0,195,0
Jan,7,21,136,0,298,0
Jan,7,22,137,0,166,0
Jan,7,23,138,0,239,0
Jan,7,24,139,0,435,0
Jan,8,1,140,0,270,0
Jan,8,2,141,0,306,0
Jan,8,3,142,0,308,0
Jan,8,4,143,0,230,0
Jan,8,5,144,0,270,0
Jan,8,6,145,0,312,0
Jan,8,7,146,0,300,0
Jan,8,8,147,0,266,0
Jan,8,9,148,0,248,0
Jan,8,10,149,0,313,0
Jan,8,11,150,0,224,0
