Speaker,Season,Episode,SeriesNumber,EpisodeCount,EpisodeTotal,EpisodePct
Jan,8,12,151,0,285,0
Jan,8,13,152,0,342,0
Jan,8,14,153,0,260,0
Jan,8,15,154,0,211,0
Jan,8,16,155,0,278,0
Jan,8,17,156,0,226,0
Jan,8,18,157,0,246,0
Jan,8,19,158,0,238,0
Jan,8,20,159,0,250,0
Jan,8,21,160,0,289,0
Jan,8,22,161,0,213,0
Jan,8,23,162,0,239,0
Jan,8,24,163,0,241,0
Jan,9,1,164,0,220,0
Jan,9,2,165,0,293,0
Jan,9,3,166,0,242,0
Jan,9,4,167,0,302,0
Jan,9,5,168,0,240,0
Jan,9,6,169,0,255,0
Jan,9,7,170,25,263,0.095057034
Jan,9,8,171,0,282,0
Jan,9,9,172,0,287,0
Jan,9,10,173,0,225,0
Jan,9,11,174,0,228,0
Jan,9,12,175,0,249,0
Jan,9,13,176,0,210,0
Jan,9,14,177,0,221,0
Jan,9,15,178,8,235,0.034042553
Jan,9,16,179,0,423,0
Jan,9,17,180,0,142,0
Jan,9,18,181,0,270,0
Jan,9,19,182,0,246,0
Jan,9,20,183,0,195,0
Jan,9,21,184,0,333,0
Jan,9,22,185,0,444,0
Jan,9,23,186,0,432,0
Roy,1,1,1,5,262,0.019083969
Roy,1,2,2,0,245,0
Roy,1,3,3,0,313,0
Roy,1,4,4,3,354,0.008474576
Roy,1,5,5,13,285,0.045614035
Roy,1,6,6,14,360,0.038888889
Roy,2,1,7,7,381,0.018372703
Roy,2,2,8,14,289,0.048442907
Roy,2,3,9,0,375,0
Roy,2,4,10,6,370,0.016216216
Roy,2,5,11,0,325,0
Roy,2,6,12,0,310,0
Roy,2,7,13,1,285,0.003508772
Roy,2,8,14,0,401,0
Roy,2,9,15,7,344,0.020348837
Roy,2,10,16,8,337,0.023738872
Roy,2,11,17,16,286,0.055944056
Roy,2,12,18,0,385,0
Roy,2,13,19,0,299,0
Roy,2,14,20,8,324,0.024691358
Roy,2,15,21,21,298,0.070469799
Roy,2,16,22,5,203,0.024630542
Roy,2,17,23,0,252,0
Roy,2,18,24,3,245,0.012244898
Roy,2,19,25,0,262,0
Roy,2,20,26,0,277,0
Roy,2,21,27,0,286,0
Roy,2,22,28,11,367,0.029972752
Roy,3,1,29,4,171,0.023391813
Roy,3,2,30,0,288,0
Roy,3,3,31,2,275,0.007272727
Roy,3,4,32,15,290,0.051724138
Roy,3,5,33,0,292,0
Roy,3,6,34,1,237,0.004219409
Roy,3,7,35,4,240,0.016666667
Roy,3,8,36,0,514,0
Roy,3,9,37,0,165,0
Roy,3,10,38,6,468,0.012820513
Roy,3,11,39,7,303,0.02310231
Roy,3,12,40,0,228,0
Roy,3,13,41,0,190,0
Roy,3,14,42,1,188,0.005319149
Roy,3,15,43,9,152,0.059210526
Roy,3,16,44,8,220,0.036363636
Roy,3,17,45,24,283,0.084805654
Roy,3,18,46,8,339,0.02359882
Roy,3,19,47,0,360,0
Roy,3,20,48,0,345,0
Roy,3,21,49,0,306,0
Roy,3,22,50,0,339,0
Roy,3,23,51,0,449,0
Roy,4,1,52,0,540,0
Roy,4,2,53,0,585,0
Roy,4,3,54,0,552,0
Roy,4,4,55,0,505,0
Roy,4,5,56,0,258,0
Roy,4,6,57,0,294,0
Roy,4,7,58,0,273,0
Roy,4,8,59,0,251,0
Roy,4,9,60,0,316,0
Roy,4,10,61,0,254,0
Roy,4,11,62,5,335,0.014925373
Roy,4,12,63,0,308,0
Roy,4,13,64,0,191,0
Roy,4,14,65,6,607,0.009884679
Roy,5,1,66,0,551,0
Roy,5,2,67,0,256,0
Roy,5,3,68,0,311,0
Roy,5,4,69,14,290,0.048275862
Roy,5,5,70,0,430,0
Roy,5,6,71,0,400,0
Roy,5,7,72,0,287,0
Roy,5,8,73,0,262,0
Roy,5,9,74,0,304,0
Roy,5,10,75,0,234,0
Roy,5,11,76,0,281,0
Roy,5,12,77,0,223,0
Roy,5,13,78,0,374,0
Roy,5,14,79,0,200,0
Roy,5,15,80,0,236,0
Roy,5,16,81,0,250,0
Roy,5,17,82,0,282,0
Roy,5,18,83,0,206,0
Roy,5,19,84,0,231,0
Roy,5,20,85,0,244,0
Roy,5,21,86,0,232,0
Roy,5,22,87,0,274,0
Roy,5,23,88,0,199,0
Roy,5,24,89,0,319,0
Roy,5,25,90,0,276,0
Roy,5,26,91,0,218,0
Roy,6,1,92,0,313,0
Roy,6,2,93,0,231,0
Roy,6,3,94,0,297,0
Roy,6,4,95,0,481,0
Roy,6,5,96,0,306,0
Roy,6,6,97,0,314,0
Roy,6,7,98,0,305,0
Roy,6,8,99,0,328,0
Roy,6,9,100,0,239,0
Roy,6,10,101,0,218,0
Roy,6,11,102,0,224,0
Roy,6,12,103,0,302,0
Roy,6,13,104,0,91,0
Roy,6,14,105,0,195,0
Roy,6,15,106,0,249,0
Roy,6,16,107,0,574,0
Roy,6,17,108,0,202,0
Roy,6,18,109,0,280,0
Roy,6,19,110,0,295,0
Roy,6,20,111,0,260,0
Roy,6,21,112,0,286,0
Roy,6,22,113,0,267,0
Roy,6,23,114,0,297,0
Roy,6,24,115,0,184,0
Roy,7,1,116,0,211,0
Roy,7,2,117,0,252,0
Roy,7,3,118,0,203,0
Roy,7,4,119,0,274,0
Roy,7,5,120,0,341,0
Roy,7,6,121,0,250,0
Roy,7,7,122,0,236,0
Roy,7,8,123,0,268,0
Roy,7,9,124,0,273,0
Roy,7,10,125,0,289,0
Roy,7,11,126,0,552,0
Roy,7,12,127,0,307,0
Roy,7,13,128,0,249,0
Roy,7,14,129,0,282,0
Roy,7,15,130,0,350,0
Roy,7,16,131,0,70,0
Roy,7,17,132,0,271,0
Roy,7,18,133,0,288,0
Roy,7,19,134,0,160,0
Roy,7,20,135,0,195,0
Roy,7,21,136,0,298,0
Roy,7,22,137,0,166,0
Roy,7,23,138,0,239,0
Roy,7,24,139,0,435,0
Roy,8,1,140,0,270,0
Roy,8,2,141,0,306,0
Roy,8,3,142,0,308,0
Roy,8,4,143,0,230,0
Roy,8,5,144,0,270,0
Roy,8,6,145,0,312,0
Roy,8,7,146,0,300,0
Roy,8,8,147,0,266,0
Roy,8,9,148,0,248,0
Roy,8,10,149,0,313,0
Roy,8,11,150,0,224,0
Roy,8,12,151,0,285,0
Roy,8,13,152,0,342,0
Roy,8,14,153,0,260,0
Roy,8,15,154,0,211,0
Roy,8,16,155,0,278,0
Roy,8,17,156,0,226,0
Roy,8,18,157,0,246,0
Roy,8,19,158,0,238,0
Roy,8,20,159,0,250,0
Roy,8,21,160,0,289,0
Roy,8,22,161,0,213,0
Roy,8,23,162,0,239,0
Roy,8,24,163,0,241,0
Roy,9,1,164,0,220,0
Roy,9,2,165,11,293,0.037542662
Roy,9,3,166,0,242,0
Roy,9,4,167,0,302,0
Roy,9,5,168,0,240,0
Roy,9,6,169,0,255,0
Roy,9,7,170,0,263,0
Roy,9,8,171,0,282,0
Roy,9,9,172,0,287,0
Roy,9,10,173,0,225,0
Roy,9,11,174,0,228,0
Roy,9,12,175,0,249,0
Roy,9,13,176,1,210,0.004761905
Roy,9,14,177,0,221,0
Roy,9,15,178,0,235,0
Roy,9,16,179,0,423,0
Roy,9,17,180,0,142,0
Roy,9,18,181,0,270,0
Roy,9,19,182,0,246,0
Roy,9,20,183,0,195,0
Roy,9,21,184,0,333,0
Roy,9,22,185,0,444,0
Roy,9,23,186,0,432,0
Stanley,1,1,1,5,262,0.019083969
Stanley,1,2,2,5,245,0.020408163
Stanley,1,3,3,6,313,0.019169329
Stanley,1,4,4,2,354,0.005649718
Stanley,1,5,5,6,285,0.021052632
Stanley,1,6,6,3,360,0.008333333
Stanley,2,1,7,8,381,0.020997375
Stanley,2,2,8,1,289,0.003460208
Stanley,2,3,9,3,375,0.008
Stanley,2,4,10,7,370,0.018918919
Stanley,2,5,11,5,325,0.015384615
Stanley,2,6,12,9,310,0.029032258
Stanley,2,7,13,1,285,0.003508772
Stanley,2,8,14,5,401,0.012468828
Stanley,2,9,15,4,344,0.011627907
Stanley,2,10,16,5,337,0.014836795
Stanley,2,11,17,10,286,0.034965035
Stanley,2,12,18,4,385,0.01038961
Stanley,2,13,19,3,299,0.010033445
Stanley,2,14,20,8,324,0.024691358
Stanley,2,15,21,1,298,0.003355705
Stanley,2,16,22,0,203,0
Stanley,2,17,23,6,252,0.023809524
Stanley,2,18,24,9,245,0.036734694
Stanley,2,19,25,3,262,0.011450382
Stanley,2,20,26,9,277,0.032490975
Stanley,2,21,27,4,286,0.013986014
Stanley,2,22,28,3,367,0.008174387
Stanley,3,1,29,1,171,0.005847953
Stanley,3,2,30,1,288,0.003472222
Stanley,3,3,31,3,275,0.010909091
Stanley,3,4,32,6,290,0.020689655
Stanley,3,5,33,9,292,0.030821918
Stanley,3,6,34,1,237,0.004219409
Stanley,3,7,35,1,240,0.004166667
Stanley,3,8,36,4,514,0.007782101
Stanley,3,9,37,2,165,0.012121212
Stanley,3,10,38,5,468,0.010683761
Stanley,3,11,39,10,303,0.0330033
Stanley,3,12,40,8,228,0.035087719
Stanley,3,13,41,2,190,0.010526316
Stanley,3,14,42,1,188,0.005319149
Stanley,3,15,43,2,152,0.013157895
Stanley,3,16,44,2,220,0.009090909
Stanley,3,17,45,5,283,0.017667845
Stanley,3,18,46,4,339,0.01179941
Stanley,3,19,47,5,360,0.013888889
Stanley,3,20,48,1,345,0.002898551
Stanley,3,21,49,2,306,0.006535948
Stanley,3,22,50,12,339,0.03539823
Stanley,3,23,51,7,449,0.0155902
Stanley,4,1,52,10,540,0.018518519
Stanley,4,2,53,5,585,0.008547009
Stanley,4,3,54,7,552,0.012681159
Stanley,4,4,55,8,505,0.015841584
Stanley,4,5,56,1,258,0.003875969
Stanley,4,6,57,10,294,0.034013605
Stanley,4,7,58,2,273,0.007326007
Stanley,4,8,59,3,251,0.011952191
Stanley,4,9,60,1,316,0.003164557
Stanley,4,10,61,1,254,0.003937008
Stanley,4,11,62,6,335,0.017910448
Stanley,4,12,63,23,308,0.074675325
Stanley,4,13,64,0,191,0
Stanley,4,14,65,5,607,0.008237232
Stanley,5,1,66,8,551,0.014519056
Stanley,5,2,67,5,256,0.01953125
Stanley,5,3,68,2,311,0.006430868
Stanley,5,4,69,1,290,0.003448276
Stanley,5,5,70,1,430,0.002325581
Stanley,5,6,71,5,400,0.0125
Stanley,5,7,72,3,287,0.010452962
Stanley,5,8,73,0,262,0
Stanley,5,9,74,4,304,0.013157895
Stanley,5,10,75,4,234,0.017094017
Stanley,5,11,76,2,281,0.007117438
Stanley,5,12,77,5,223,0.022421525
Stanley,5,13,78,28,374,0.07486631
Stanley,5,14,79,7,200,0.035
Stanley,5,15,80,2,236,0.008474576
Stanley,5,16,81,2,250,0.008
Stanley,5,17,82,1,282,0.003546099
Stanley,5,18,83,2,206,0.009708738
Stanley,5,19,84,7,231,0.03030303
Stanley,5,20,85,4,244,0.016393443
Stanley,5,21,86,3,232,0.012931034
Stanley,5,22,87,1,274,0.003649635
Stanley,5,23,88,1,199,0.005025126
Stanley,5,24,89,12,319,0.037617555
Stanley,5,25,90,2,276,0.007246377
Stanley,5,26,91,2,218,0.009174312
Stanley,6,1,92,12,313,0.038338658
Stanley,6,2,93,2,231,0.008658009
Stanley,6,3,94,3,297,0.01010101
Stanley,6,4,95,7,481,0.014553015
Stanley,6,5,96,0,306,0
Stanley,6,6,97,1,314,0.003184713
Stanley,6,7,98,3,305,0.009836066
Stanley,6,8,99,1,328,0.00304878
Stanley,6,9,100,6,239,0.025104603
Stanley,6,10,101,4,218,0.018348624
Stanley,6,11,102,2,224,0.008928571
Stanley,6,12,103,5,302,0.016556291
Stanley,6,13,104,1,91,0.010989011
Stanley,6,14,105,1,195,0.005128205
Stanley,6,15,106,0,249,0
Stanley,6,16,107,3,574,0.005226481
Stanley,6,17,108,1,202,0.004950495
Stanley,6,18,109,11,280,0.039285714
Stanley,6,19,110,1,295,0.003389831
Stanley,6,20,111,0,260,0
Stanley,6,21,112,2,286,0.006993007
Stanley,6,22,113,3,267,0.011235955
Stanley,6,23,114,2,297,0.006734007
Stanley,6,24,115,2,184,0.010869565
Stanley,7,1,116,5,211,0.023696682
Stanley,7,2,117,3,252,0.011904762
Stanley,7,3,118,2,203,0.009852217
Stanley,7,4,119,4,274,0.01459854
Stanley,7,5,120,5,341,0.014662757
Stanley,7,6,121,7,250,0.028
Stanley,7,7,122,3,236,0.012711864
Stanley,7,8,123,1,268,0.003731343
Stanley,7,9,124,7,273,0.025641026
Stanley,7,10,125,6,289,0.020761246
Stanley,7,11,126,5,552,0.009057971
Stanley,7,12,127,0,307,0
Stanley,7,13,128,3,249,0.012048193
Stanley,7,14,129,3,282,0.010638298
Stanley,7,15,130,1,350,0.002857143
Stanley,7,16,131,0,70,0
Stanley,7,17,132,1,271,0.003690037
Stanley,7,18,133,1,288,0.003472222
Stanley,7,19,134,3,160,0.01875
Stanley,7,20,135,3,195,0.015384615
Stanley,7,21,136,7,298,0.023489933
Stanley,7,22,137,0,166,0
Stanley,7,23,138,2,239,0.008368201
Stanley,7,24,139,4,435,0.009195402
Stanley,8,1,140,8,270,0.02962963
Stanley,8,2,141,5,306,0.016339869
Stanley,8,3,142,0,308,0
Stanley,8,4,143,1,230,0.004347826
Stanley,8,5,144,4,270,0.014814815
Stanley,8,6,145,10,312,0.032051282
Stanley,8,7,146,0,300,0
Stanley,8,8,147,4,266,0.015037594
Stanley,8,9,148,1,248,0.004032258
Stanley,8,10,149,5,313,0.015974441
Stanley,8,11,150,5,224,0.022321429
Stanley,8,12,151,7,285,0.024561404
Stanley,8,13,152,7,342,0.020467836
Stanley,8,14,153,7,260,0.026923077
Stanley,8,15,154,13,211,0.061611374
Stanley,8,16,155,6,278,0.021582734
Stanley,8,17,156,1,226,0.004424779
Stanley,8,18,157,2,246,0.008130081
Stanley,8,19,158,1,238,0.004201681
Stanley,8,20,159,1,250,0.004
Stanley,8,21,160,1,289,0.003460208
Stanley,8,22,161,1,213,0.004694836
Stanley,8,23,162,1,239,0.0041841
Stanley,8,24,163,1,241,0.004149378
Stanley,9,1,164,3,220,0.013636364
Stanley,9,2,165,1,293,0.003412969
Stanley,9,3,166,2,242,0.008264463
Stanley,9,4,167,11,302,0.036423841
Stanley,9,5,168,2,240,0.008333333
Stanley,9,6,169,0,255,0
Stanley,9,7,170,0,263,0
Stanley,9,8,171,14,282,0.04964539
Stanley,9,9,172,5,287,0.017421603
Stanley,9,10,173,4,225,0.017777778
Stanley,9,11,174,4,228,0.01754386
Stanley,9,12,175,1,249,0.004016064
Stanley,9,13,176,2,210,0.00952381
Stanley,9,14,177,0,221,0
Stanley,9,15,178,1,235,0.004255319
Stanley,9,16,179,5,423,0.011820331
Stanley,9,17,180,2,142,0.014084507
Stanley,9,18,181,5,270,0.018518519
Stanley,9,19,182,21,246,0.085365854
Stanley,9,20,183,2,195,0.01025641
Stanley,9,21,184,4,333,0.012012012
Stanley,9,22,185,4,444,0.009009009
Stanley,9,23,186,8,432,0.018518519
Kevin,1,1,1,2,262,0.007633588
Kevin,1,2,2,8,245,0.032653061
Kevin,1,3,3,6,313,0.019169329
Kevin,1,4,4,3,354,0.008474576
Kevin,1,5,5,4,285,0.014035088
Kevin,1,6,6,7,360,0.019444444
Kevin,2,1,7,4,381,0.010498688
Kevin,2,2,8,10,289,0.034602076
Kevin,2,3,9,13,375,0.034666667
Kevin,2,4,10,9,370,0.024324324
Kevin,2,5,11,2,325,0.006153846
Kevin,2,6,12,4,310,0.012903226
Kevin,2,7,13,2,285,0.007017544
Kevin,2,8,14,4,401,0.009975062
Kevin,2,9,15,12,344,0.034883721
Kevin,2,10,16,16,337,0.047477745
Kevin,2,11,17,0,286,0
Kevin,2,12,18,2,385,0.005194805
Kevin,2,13,19,8,299,0.026755853
Kevin,2,14,20,8,324,0.024691358
Kevin,2,15,21,4,298,0.013422819
Kevin,2,16,22,8,203,0.039408867
Kevin,2,17,23,4,252,0.015873016
Kevin,2,18,24,7,245,0.028571429
Kevin,2,19,25,15,262,0.057251908
Kevin,2,20,26,7,277,0.025270758
Kevin,2,21,27,5,286,0.017482517
Kevin,2,22,28,16,367,0.04359673
Kevin,3,1,29,1,171,0.005847953
Kevin,3,2,30,3,288,0.010416667
Kevin,3,3,31,5,275,0.018181818
Kevin,3,4,32,9,290,0.031034483
Kevin,3,5,33,4,292,0.01369863
Kevin,3,6,34,9,237,0.037974684
Kevin,3,7,35,12,240,0.05
Kevin,3,8,36,21,514,0.040856031
Kevin,3,9,37,13,165,0.078787879
Kevin,3,10,38,15,468,0.032051282
Kevin,3,11,39,10,303,0.0330033
Kevin,3,12,40,7,228,0.030701754
Kevin,3,13,41,3,190,0.015789474
Kevin,3,14,42,3,188,0.015957447
Kevin,3,15,43,4,152,0.026315789
Kevin,3,16,44,7,220,0.031818182
Kevin,3,17,45,12,283,0.042402827
Kevin,3,18,46,8,339,0.02359882
Kevin,3,19,47,22,360,0.061111111
Kevin,3,20,48,10,345,0.028985507
Kevin,3,21,49,11,306,0.035947712
Kevin,3,22,50,6,339,0.017699115
Kevin,3,23,51,17,449,0.037861915
Kevin,4,1,52,21,540,0.038888889
Kevin,4,2,53,16,585,0.027350427
Kevin,4,3,54,17,552,0.030797101
Kevin,4,4,55,12,505,0.023762376
Kevin,4,5,56,9,258,0.034883721
Kevin,4,6,57,2,294,0.006802721
Kevin,4,7,58,2,273,0.007326007
Kevin,4,8,59,4,251,0.015936255
Kevin,4,9,60,0,316,0
Kevin,4,10,61,20,254,0.078740157
Kevin,4,11,62,4,335,0.011940299
Kevin,4,12,63,8,308,0.025974026
Kevin,4,13,64,9,191,0.047120419
Kevin,4,14,65,23,607,0.037891269
Kevin,5,1,66,14,551,0.025408348
Kevin,5,2,67,13,256,0.05078125
Kevin,5,3,68,12,311,0.038585209
Kevin,5,4,69,5,290,0.017241379
Kevin,5,5,70,5,430,0.011627907
Kevin,5,6,71,3,400,0.0075
Kevin,5,7,72,2,287,0.006968641
Kevin,5,8,73,2,262,0.007633588
Kevin,5,9,74,3,304,0.009868421
Kevin,5,10,75,3,234,0.012820513
Kevin,5,11,76,8,281,0.028469751
Kevin,5,12,77,14,223,0.062780269
Kevin,5,13,78,8,374,0.021390374
Kevin,5,14,79,0,200,0
Kevin,5,15,80,18,236,0.076271186
Kevin,5,16,81,15,250,0.06
Kevin,5,17,82,10,282,0.035460993
Kevin,5,18,83,5,206,0.024271845
Kevin,5,19,84,13,231,0.056277056
Kevin,5,20,85,10,244,0.040983607
Kevin,5,21,86,2,232,0.00862069
Kevin,5,22,87,1,274,0.003649635
Kevin,5,23,88,1,199,0.005025126
Kevin,5,24,89,1,319,0.003134796
Kevin,5,25,90,15,276,0.054347826
Kevin,5,26,91,5,218,0.02293578
Kevin,6,1,92,14,313,0.044728435
Kevin,6,2,93,1,231,0.004329004
Kevin,6,3,94,14,297,0.047138047
Kevin,6,4,95,30,481,0.062370062
Kevin,6,5,96,17,306,0.055555556
Kevin,6,6,97,6,314,0.01910828
Kevin,6,7,98,10,305,0.032786885
Kevin,6,8,99,6,328,0.018292683
Kevin,6,9,100,11,239,0.046025105
Kevin,6,10,101,4,218,0.018348624
Kevin,6,11,102,6,224,0.026785714
Kevin,6,12,103,13,302,0.043046358
Kevin,6,13,104,2,91,0.021978022
Kevin,6,14,105,1,195,0.005128205
Kevin,6,15,106,5,249,0.020080321
Kevin,6,16,107,29,574,0.050522648
Kevin,6,17,108,3,202,0.014851485
Kevin,6,18,109,8,280,0.028571429
Kevin,6,19,110,7,295,0.023728814
Kevin,6,20,111,20,260,0.076923077
Kevin,6,21,112,8,286,0.027972028
Kevin,6,22,113,0,267,0
Kevin,6,23,114,6,297,0.02020202
Kevin,6,24,115,7,184,0.038043478
Kevin,7,1,116,5,211,0.023696682
Kevin,7,2,117,0,252,0
Kevin,7,3,118,0,203,0
Kevin,7,4,119,10,274,0.03649635
Kevin,7,5,120,12,341,0.035190616
Kevin,7,6,121,19,250,0.076
Kevin,7,7,122,4,236,0.016949153
Kevin,7,8,123,9,268,0.03358209
Kevin,7,9,124,9,273,0.032967033
Kevin,7,10,125,8,289,0.027681661
Kevin,7,11,126,15,552,0.027173913
Kevin,7,12,127,19,307,0.061889251
Kevin,7,13,128,9,249,0.036144578
Kevin,7,14,129,7,282,0.024822695
Kevin,7,15,130,13,350,0.037142857
Kevin,7,16,131,2,70,0.028571429
Kevin,7,17,132,13,271,0.04797048
Kevin,7,18,133,18,288,0.0625
Kevin,7,19,134,4,160,0.025
Kevin,7,20,135,6,195,0.030769231
Kevin,7,21,136,11,298,0.036912752
Kevin,7,22,137,13,166,0.078313253
Kevin,7,23,138,20,239,0.083682008
Kevin,7,24,139,14,435,0.032183908
Kevin,8,1,140,10,270,0.037037037
Kevin,8,2,141,24,306,0.078431373
Kevin,8,3,142,22,308,0.071428571
Kevin,8,4,143,6,230,0.026086957
Kevin,8,5,144,9,270,0.033333333
Kevin,8,6,145,10,312,0.032051282
Kevin,8,7,146,16,300,0.053333333
Kevin,8,8,147,18,266,0.067669173
Kevin,8,9,148,2,248,0.008064516
Kevin,8,10,149,10,313,0.031948882
Kevin,8,11,150,19,224,0.084821429
Kevin,8,12,151,11,285,0.038596491
Kevin,8,13,152,12,342,0.035087719
Kevin,8,14,153,5,260,0.019230769
Kevin,8,15,154,2,211,0.009478673
Kevin,8,16,155,4,278,0.014388489
Kevin,8,17,156,8,226,0.03539823
Kevin,8,18,157,19,246,0.077235772
Kevin,8,19,158,8,238,0.033613445
Kevin,8,20,159,4,250,0.016
Kevin,8,21,160,9,289,0.031141869
Kevin,8,22,161,18,213,0.084507042
Kevin,8,23,162,1,239,0.0041841
Kevin,8,24,163,3,241,0.012448133
Kevin,9,1,164,7,220,0.031818182
Kevin,9,2,165,10,293,0.034129693
Kevin,9,3,166,3,242,0.012396694
Kevin,9,4,167,18,302,0.059602649
Kevin,9,5,168,2,240,0.008333333
Kevin,9,6,169,25,255,0.098039216
Kevin,9,7,170,3,263,0.011406844
Kevin,9,8,171,16,282,0.056737589
Kevin,9,9,172,13,287,0.045296167
Kevin,9,10,173,14,225,0.062222222
Kevin,9,11,174,19,228,0.083333333
Kevin,9,12,175,10,249,0.040160643
Kevin,9,13,176,1,210,0.004761905
Kevin,9,14,177,6,221,0.027149321
Kevin,9,15,178,6,235,0.025531915
Kevin,9,16,179,5,423,0.011820331
Kevin,9,17,180,12,142,0.084507042
Kevin,9,18,181,9,270,0.033333333
Kevin,9,19,182,5,246,0.020325203
Kevin,9,20,183,10,195,0.051282051
Kevin,9,21,184,13,333,0.039039039
Kevin,9,22,185,30,444,0.067567568
Kevin,9,23,186,31,432,0.071759259
Meredith,1,1,1,0,262,0
Meredith,1,2,2,0,245,0
Meredith,1,3,3,3,313,0.009584665
Meredith,1,4,4,15,354,0.042372881
Meredith,1,5,5,0,285,0
Meredith,1,6,6,0,360,0
Meredith,2,1,7,0,381,0
Meredith,2,2,8,1,289,0.003460208
Meredith,2,3,9,1,375,0.002666667
Meredith,2,4,10,4,370,0.010810811
Meredith,2,5,11,0,325,0
Meredith,2,6,12,1,310,0.003225806
Meredith,2,7,13,0,285,0
Meredith,2,8,14,0,401,0
Meredith,2,9,15,0,344,0
Meredith,2,10,16,13,337,0.038575668
Meredith,2,11,17,3,286,0.01048951
Meredith,2,12,18,1,385,0.002597403
Meredith,2,13,19,0,299,0
Meredith,2,14,20,0,324,0
Meredith,2,15,21,5,298,0.016778523
Meredith,2,16,22,3,203,0.014778325
Meredith,2,17,23,1,252,0.003968254
Meredith,2,18,24,2,245,0.008163265
Meredith,2,19,25,1,262,0.003816794
Meredith,2,20,26,2,277,0.007220217
Meredith,2,21,27,1,286,0.003496503
Meredith,2,22,28,6,367,0.016348774
Meredith,3,1,29,2,171,0.011695906
Meredith,3,2,30,1,288,0.003472222
Meredith,3,3,31,0,275,0
Meredith,3,4,32,1,290,0.003448276
Meredith,3,5,33,0,292,0
Meredith,3,6,34,2,237,0.008438819
Meredith,3,7,35,0,240,0
Meredith,3,8,36,11,514,0.021400778
Meredith,3,9,37,1,165,0.006060606
Meredith,3,10,38,3,468,0.006410256
Meredith,3,11,39,2,303,0.00660066
Meredith,3,12,40,0,228,0
Meredith,3,13,41,2,190,0.010526316
Meredith,3,14,42,2,188,0.010638298
Meredith,3,15,43,1,152,0.006578947
Meredith,3,16,44,12,220,0.054545455
Meredith,3,17,45,2,283,0.007067138
Meredith,3,18,46,0,339,0
Meredith,3,19,47,0,360,0
Meredith,3,20,48,0,345,0
Meredith,3,21,49,5,306,0.016339869
Meredith,3,22,50,7,339,0.020648968
Meredith,3,23,51,6,449,0.013363029
Meredith,4,1,52,25,540,0.046296296
Meredith,4,2,53,0,585,0
Meredith,4,3,54,14,552,0.025362319
Meredith,4,4,55,1,505,0.001980198
Meredith,4,5,56,3,258,0.011627907
Meredith,4,6,57,1,294,0.003401361
Meredith,4,7,58,5,273,0.018315018
Meredith,4,8,59,1,251,0.003984064
Meredith,4,9,60,0,316,0
Meredith,4,10,61,0,254,0
Meredith,4,11,62,1,335,0.002985075
Meredith,4,12,63,1,308,0.003246753
Meredith,4,13,64,1,191,0.005235602
Meredith,4,14,65,9,607,0.014827018
Meredith,5,1,66,7,551,0.012704174
Meredith,5,2,67,23,256,0.08984375
Meredith,5,3,68,1,311,0.003215434
Meredith,5,4,69,0,290,0
Meredith,5,5,70,1,430,0.002325581
Meredith,5,6,71,1,400,0.0025
Meredith,5,7,72,5,287,0.017421603
Meredith,5,8,73,2,262,0.007633588
Meredith,5,9,74,1,304,0.003289474
Meredith,5,10,75,36,234,0.153846154
Meredith,5,11,76,6,281,0.021352313
Meredith,5,12,77,2,223,0.00896861
Meredith,5,13,78,3,374,0.00802139
Meredith,5,14,79,0,200,0
Meredith,5,15,80,9,236,0.038135593
Meredith,5,16,81,3,250,0.012
Meredith,5,17,82,0,282,0
Meredith,5,18,83,1,206,0.004854369
Meredith,5,19,84,2,231,0.008658009
Meredith,5,20,85,0,244,0
Meredith,5,21,86,1,232,0.004310345
Meredith,5,22,87,0,274,0
Meredith,5,23,88,0,199,0
Meredith,5,24,89,8,319,0.02507837
Meredith,5,25,90,1,276,0.003623188
Meredith,5,26,91,2,218,0.009174312
Meredith,6,1,92,4,313,0.012779553
Meredith,6,2,93,6,231,0.025974026
Meredith,6,3,94,9,297,0.03030303
Meredith,6,4,95,6,481,0.012474012
Meredith,6,5,96,3,306,0.009803922
Meredith,6,6,97,4,314,0.012738854
Meredith,6,7,98,8,305,0.026229508
Meredith,6,8,99,1,328,0.00304878
Meredith,6,9,100,4,239,0.016736402
Meredith,6,10,101,1,218,0.004587156
Meredith,6,11,102,0,224,0
Meredith,6,12,103,3,302,0.009933775
Meredith,6,13,104,0,91,0
Meredith,6,14,105,2,195,0.01025641
Meredith,6,15,106,4,249,0.016064257
Meredith,6,16,107,6,574,0.010452962
Meredith,6,17,108,5,202,0.024752475
Meredith,6,18,109,3,280,0.010714286
Meredith,6,19,110,1,295,0.003389831
Meredith,6,20,111,9,260,0.034615385
Meredith,6,21,112,0,286,0
Meredith,6,22,113,1,267,0.003745318
Meredith,6,23,114,3,297,0.01010101
Meredith,6,24,115,0,184,0
Meredith,7,1,116,3,211,0.014218009
Meredith,7,2,117,0,252,0
Meredith,7,3,118,1,203,0.004926108
Meredith,7,4,119,7,274,0.025547445
Meredith,7,5,120,15,341,0.04398827
Meredith,7,6,121,1,250,0.004
Meredith,7,7,122,0,236,0
Meredith,7,8,123,0,268,0
Meredith,7,9,124,0,273,0
Meredith,7,10,125,2,289,0.006920415
Meredith,7,11,126,10,552,0.018115942
Meredith,7,12,127,1,307,0.003257329
Meredith,7,13,128,0,249,0
